Konteks,Pertanyaan,Jawaban,Topik
"Pembangunan candi-candi Buddha — termasuk Borobudur — saat itu dimungkinkan karena pewaris Sanjaya, Rakai Panangkaran memberikan izin kepada umat Buddha untuk membangun candi. Bahkan untuk menunjukkan penghormatannya, Panangkaran menganugerahkan desa Kalasan kepada sangha (komunitas Buddha), untuk pemeliharaan dan pembiayaan Candi Kalasan yang dibangun untuk memuliakan Bodhisattwadewi Tara, sebagaimana disebutkan dalam Prasasti Kalasan berangka tahun 778 Masehi.Petunjuk ini dipahami oleh para arkeolog, bahwa pada masyarakat Jawa kuno, agama tidak pernah menjadi masalah yang dapat menuai konflik, dengan dicontohkan raja penganut agama Hindu bisa saja menyokong dan mendanai pembangunan candi Buddha, demikian pula sebaliknya.Akan tetapi diduga terdapat persaingan antara dua wangsa kerajaan pada masa itu — wangsa Syailendra yang menganut Buddha dan wangsa Sanjaya yang memuja Siwa — yang kemudian wangsa Sanjaya memenangi pertempuran pada tahun 856 di perbukitan Ratu Boko. Ketidakjelasan juga timbul mengenai candi Lara Jonggrang di Prambanan, candi megah yang dipercaya dibangun oleh sang pemenang Rakai Pikatan sebagai jawaban wangsa Sanjaya untuk menyaingi kemegahan Borobudur milik wangsa Syailendra, akan tetapi banyak pihak percaya bahwa terdapat suasana toleransi dan kebersamaan yang penuh kedamaian antara kedua wangsa ini yaitu pihak Sailendra juga terlibat dalam pembangunan Candi Siwa di Prambanan.",Apa bukti adanya persaingan antara Wangsa Syailendra dan Wangsa Sanjaya?,"Dugaan adanya persaingan terlihat dari pertempuran yang dimenangkan Wangsa Sanjaya di Ratu Boko pada tahun 856, serta pembangunan Candi Lara Jonggrang di Prambanan yang dipercaya sebagai upaya menyaingi kemegahan Borobudur milik Wangsa Syailendra.",Sejarah
"Pembangunan candi-candi Buddha — termasuk Borobudur — saat itu dimungkinkan karena pewaris Sanjaya, Rakai Panangkaran memberikan izin kepada umat Buddha untuk membangun candi. Bahkan untuk menunjukkan penghormatannya, Panangkaran menganugerahkan desa Kalasan kepada sangha (komunitas Buddha), untuk pemeliharaan dan pembiayaan Candi Kalasan yang dibangun untuk memuliakan Bodhisattwadewi Tara, sebagaimana disebutkan dalam Prasasti Kalasan berangka tahun 778 Masehi.Petunjuk ini dipahami oleh para arkeolog, bahwa pada masyarakat Jawa kuno, agama tidak pernah menjadi masalah yang dapat menuai konflik, dengan dicontohkan raja penganut agama Hindu bisa saja menyokong dan mendanai pembangunan candi Buddha, demikian pula sebaliknya.Akan tetapi diduga terdapat persaingan antara dua wangsa kerajaan pada masa itu — wangsa Syailendra yang menganut Buddha dan wangsa Sanjaya yang memuja Siwa — yang kemudian wangsa Sanjaya memenangi pertempuran pada tahun 856 di perbukitan Ratu Boko. Ketidakjelasan juga timbul mengenai candi Lara Jonggrang di Prambanan, candi megah yang dipercaya dibangun oleh sang pemenang Rakai Pikatan sebagai jawaban wangsa Sanjaya untuk menyaingi kemegahan Borobudur milik wangsa Syailendra, akan tetapi banyak pihak percaya bahwa terdapat suasana toleransi dan kebersamaan yang penuh kedamaian antara kedua wangsa ini yaitu pihak Sailendra juga terlibat dalam pembangunan Candi Siwa di Prambanan.",Apa isi penting dari Prasasti Kalasan tahun 778 M?,Prasasti Kalasan menyebutkan bahwa Rakai Panangkaran memberikan desa Kalasan kepada sangha Buddha untuk memelihara dan membiayai pembangunan Candi Kalasan yang dipersembahkan untuk Bodhisattwadewi Tara.,Sejarah
"Pembangunan candi-candi Buddha — termasuk Borobudur — saat itu dimungkinkan karena pewaris Sanjaya, Rakai Panangkaran memberikan izin kepada umat Buddha untuk membangun candi. Bahkan untuk menunjukkan penghormatannya, Panangkaran menganugerahkan desa Kalasan kepada sangha (komunitas Buddha), untuk pemeliharaan dan pembiayaan Candi Kalasan yang dibangun untuk memuliakan Bodhisattwadewi Tara, sebagaimana disebutkan dalam Prasasti Kalasan berangka tahun 778 Masehi.Petunjuk ini dipahami oleh para arkeolog, bahwa pada masyarakat Jawa kuno, agama tidak pernah menjadi masalah yang dapat menuai konflik, dengan dicontohkan raja penganut agama Hindu bisa saja menyokong dan mendanai pembangunan candi Buddha, demikian pula sebaliknya.Akan tetapi diduga terdapat persaingan antara dua wangsa kerajaan pada masa itu — wangsa Syailendra yang menganut Buddha dan wangsa Sanjaya yang memuja Siwa — yang kemudian wangsa Sanjaya memenangi pertempuran pada tahun 856 di perbukitan Ratu Boko. Ketidakjelasan juga timbul mengenai candi Lara Jonggrang di Prambanan, candi megah yang dipercaya dibangun oleh sang pemenang Rakai Pikatan sebagai jawaban wangsa Sanjaya untuk menyaingi kemegahan Borobudur milik wangsa Syailendra, akan tetapi banyak pihak percaya bahwa terdapat suasana toleransi dan kebersamaan yang penuh kedamaian antara kedua wangsa ini yaitu pihak Sailendra juga terlibat dalam pembangunan Candi Siwa di Prambanan.",Apakah Wangsa Syailendra ikut terlibat dalam pembangunan Candi Siwa di Prambanan?,"Meskipun Candi Siwa di Prambanan diyakini dibangun oleh Rakai Pikatan dari Wangsa Sanjaya, banyak pihak percaya bahwa Wangsa Syailendra juga ikut terlibat, mencerminkan suasana toleransi dan kerja sama antara kedua wangsa tersebut.",Sejarah
"""Misteri seputar asal-usul nama ""Borobudur"" menyelimuti keberadaan megah Candi ini. Tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal muasal nama ini, memberikan sentuhan rahasia pada warisan sejarah Indonesia ini. Satu-satunya dokumen kuno yang mencoba menjelaskan eksistensi Candi Borobudur adalah kitab Nagara Kertagama, sebuah karya monumental yang dihasilkan oleh Mpu Prapanca pada tahun 1365 Masehi.""

""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",Mengapa nama “Borobudur” dianggap misterius dalam sejarah?,"Karena tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal-usul nama “Borobudur”, sehingga nama ini masih menjadi misteri dalam sejarah Indonesia.",Sejarah
"""Misteri seputar asal-usul nama ""Borobudur"" menyelimuti keberadaan megah Candi ini. Tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal muasal nama ini, memberikan sentuhan rahasia pada warisan sejarah Indonesia ini. Satu-satunya dokumen kuno yang mencoba menjelaskan eksistensi Candi Borobudur adalah kitab Nagara Kertagama, sebuah karya monumental yang dihasilkan oleh Mpu Prapanca pada tahun 1365 Masehi.""

""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",Dokumen kuno apa yang pertama kali menyebut eksistensi Candi Borobudur?,Eksistensi Candi Borobudur disebut secara samar dalam kitab Nagara Kertagama karya Mpu Prapanca pada tahun 1365 M.,Sejarah
"""Misteri seputar asal-usul nama ""Borobudur"" menyelimuti keberadaan megah Candi ini. Tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal muasal nama ini, memberikan sentuhan rahasia pada warisan sejarah Indonesia ini. Satu-satunya dokumen kuno yang mencoba menjelaskan eksistensi Candi Borobudur adalah kitab Nagara Kertagama, sebuah karya monumental yang dihasilkan oleh Mpu Prapanca pada tahun 1365 Masehi.""

""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",Pada masa dinasti dan agama apa Candi Borobudur dibangun?,"Candi Borobudur dibangun pada masa Dinasti Syailendra yang menganut agama Buddha Mahayana, sekitar tahun 792–835 Masehi.",Sejarah
"""Misteri seputar asal-usul nama ""Borobudur"" menyelimuti keberadaan megah Candi ini. Tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal muasal nama ini, memberikan sentuhan rahasia pada warisan sejarah Indonesia ini. Satu-satunya dokumen kuno yang mencoba menjelaskan eksistensi Candi Borobudur adalah kitab Nagara Kertagama, sebuah karya monumental yang dihasilkan oleh Mpu Prapanca pada tahun 1365 Masehi.""

""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",Siapa raja yang memulai pembangunan Candi Borobudur dan siapa yang menyelesaikannya?,"Pembangunan Candi Borobudur dimulai oleh Raja Samaratungga dan diselesaikan oleh putrinya, Pramodawardhani.",Sejarah
"""Misteri seputar asal-usul nama ""Borobudur"" menyelimuti keberadaan megah Candi ini. Tidak ada bukti tertulis kuno yang secara jelas menyebutkan asal muasal nama ini, memberikan sentuhan rahasia pada warisan sejarah Indonesia ini. Satu-satunya dokumen kuno yang mencoba menjelaskan eksistensi Candi Borobudur adalah kitab Nagara Kertagama, sebuah karya monumental yang dihasilkan oleh Mpu Prapanca pada tahun 1365 Masehi.""

""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""","Siapa dua dinasti yang berkuasa di Jawa saat Candi Borobudur dibangun, dan apa perbedaan agama mereka?",Dua dinasti yang berkuasa saat itu adalah Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha Mahayana.,Sejarah
"""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""

""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",Apakah Candi Borobudur memiliki prasasti khusus yang menjelaskan secara langsung pembangunan candi tersebut?,"Tidak. Candi Borobudur tidak memiliki prasasti sendiri yang menjelaskan secara langsung pembangunan candi, namun terdapat beberapa prasasti lain yang berkaitan dengan konteks sejarah dan budaya pada masa itu.",Sejarah
"""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""

""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",Apa isi penting dari Prasasti Karangtengah (Kayumwungan) terkait Candi Borobudur?,"Prasasti Karangtengah berisi pengukuhan terhadap Candi Borobudur serta pujian kepada Raja Samaratungga dan putrinya Pramodawardhani, menggunakan istilah seperti mahājñānapuṇya, bhakti, dan buddhacarita.",Sejarah
"""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""

""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",Kitab apa yang dapat membantu memahami istilah dalam prasasti Karangtengah?,"Makna istilah-istilah dalam Prasasti Karangtengah seperti mahājñānapuṇya dan buddhacarita menjadi lebih jelas jika dibaca bersama keterangan dalam kitab Saṅ Hyaṅ Kamahāyānikan, yang merupakan teks ajaran Buddha Mahayana.",Sejarah
"""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""

""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",Sebutkan beberapa prasasti yang berkaitan dengan konteks sejarah Candi Borobudur.,Beberapa prasasti yang berkaitan antara lain:,Sejarah
"""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""

""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",Apa nama lain dari Prasasti Tri Tepusan yang berkaitan dengan sejarah Borobudur?,Prasasti Tri Tepusan juga dikenal dengan nama Prasasti Sri Kahuluan.,Sejarah
"""Candi Borobudur dibangun pada abad ke-8 dan ke-9 oleh Dinasti Shailendra, yang mempraktikkan agama Buddha. Itu bukan hanya situs keagamaan tetapi juga penghargaan untuk kemuliaan Buddha. Nama ""Borobudur"" diyakini berasal dari kata-kata Sansekerta ""vihara Buddha uhr,"" yang berarti ""biara Buddha di atas bukit"". Pembangunan Candi Borobudur direncanakan secara strategis untuk menahan bencana alam seperti badai, gempa bumi, dan banjir. Strukturnya seperti piramida, dengan dasar yang lebih lebar dan bagian atas yang meruncing, memastikan stabilitas dan umur panjangnya. Candi Borobudur dianggap sebagai mahakarya arsitektur dan diakui sebagai salah satu keajaiban dunia. Konstruksi dan arsitekturnya menampilkan pengetahuan dan keterampilan lanjutan budaya Indonesia. Kuil itu ditinggalkan dan disembunyikan di bawah abu vulkanik selama berabad-abad sebelum ditemukan kembali pada abad ke-19. Upaya restorasi telah berlangsung untuk melestarikan dan memamerkan harta budaya dan sejarah ini.""",Siapa yang membangun Candi Borobudur dan apa tujuan utama pembangunannya?,Prasasti Karangtengah (Kayumwungan),Sejarah
"""Candi Borobudur dibangun pada abad ke-8 dan ke-9 oleh Dinasti Shailendra, yang mempraktikkan agama Buddha. Itu bukan hanya situs keagamaan tetapi juga penghargaan untuk kemuliaan Buddha. Nama ""Borobudur"" diyakini berasal dari kata-kata Sansekerta ""vihara Buddha uhr,"" yang berarti ""biara Buddha di atas bukit"". Pembangunan Candi Borobudur direncanakan secara strategis untuk menahan bencana alam seperti badai, gempa bumi, dan banjir. Strukturnya seperti piramida, dengan dasar yang lebih lebar dan bagian atas yang meruncing, memastikan stabilitas dan umur panjangnya. Candi Borobudur dianggap sebagai mahakarya arsitektur dan diakui sebagai salah satu keajaiban dunia. Konstruksi dan arsitekturnya menampilkan pengetahuan dan keterampilan lanjutan budaya Indonesia. Kuil itu ditinggalkan dan disembunyikan di bawah abu vulkanik selama berabad-abad sebelum ditemukan kembali pada abad ke-19. Upaya restorasi telah berlangsung untuk melestarikan dan memamerkan harta budaya dan sejarah ini.""","Dari mana asal-usul nama ""Borobudur"" diyakini berasal?","Nama ""Borobudur"" diyakini berasal dari kata Sansekerta ""vihara Buddha uhr"", yang berarti ""biara Buddha di atas bukit"".",Sejarah
